experiment_id,dataset,input_clip_id,raag_name,input_tempo_bpm,input_tempo_category,input_quality_tier,input_spectral_centroid,input_dynamic_range,input_duration_sec,input_chroma_sparsity,input_chroma_entropy,input_pitch_confidence,input_num_active_pitches,model_name,model_architecture,conditioning_level,conditioning_type,input_required,target_genre,target_bpm,tempo_condition,hcm_tempo_name,time_signature,rhythm_signature,random_seed,cfg_scale,generation_duration,text_prompt,tempo_mismatch_ratio,output_filename,output_spectral_centroid,output_dynamic_range,output_tempo_bpm,output_rms_energy,pitch_contour_correlation,melodic_interval_correlation,pitch_range_overlap,chroma_cosine_similarity,chroma_euclidean_distance,chroma_kl_divergence,chroma_emd,chroma_pearson_correlation,chroma_spearman_correlation,frame-by-frame_chroma_similarity,spectral_centroid_shift,dynamic_range_preservation,spectral_similarity,tempo_error_percent,tempo_achievement_score,tempo_adaptation_quality,overall_quality,melody_preservation,genre_coherence,fusion_naturalness,rhythmic_coherence,artifacts_present,generation_status,generation_date,generation_time_sec,evaluator_notes,experiment_batch
308,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",350,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.056,DS1_Saraga_todi_05_MusicGen-Melody_Funk_Madhya_350.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
309,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",351,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.585,DS1_Saraga_todi_05_MusicGen-Melody_Funk_Drut_351.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
310,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",352,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.616,DS1_Saraga_todi_05_MusicGen-Melody_Blues_Vilambit_352.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
311,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",353,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.056,DS1_Saraga_todi_05_MusicGen-Melody_Blues_Madhya_353.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
312,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",354,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.585,DS1_Saraga_todi_05_MusicGen-Melody_Blues_Drut_354.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
313,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",355,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.616,DS1_Saraga_todi_05_MusicGen-Style_Rock_Vilambit_355.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
314,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",356,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.056,DS1_Saraga_todi_05_MusicGen-Style_Rock_Madhya_356.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
315,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",357,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.585,DS1_Saraga_todi_05_MusicGen-Style_Rock_Drut_357.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
316,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",358,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.616,DS1_Saraga_todi_05_MusicGen-Style_Jazz_Vilambit_358.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
317,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",359,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.056,DS1_Saraga_todi_05_MusicGen-Style_Jazz_Madhya_359.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
318,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",360,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.585,DS1_Saraga_todi_05_MusicGen-Style_Jazz_Drut_360.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
319,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",361,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.616,DS1_Saraga_todi_05_MusicGen-Style_Funk_Vilambit_361.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
320,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",362,3.0,30,"Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.056,DS1_Saraga_todi_05_MusicGen-Style_Funk_Madhya_362.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
321,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",363,3.0,30,"Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.585,DS1_Saraga_todi_05_MusicGen-Style_Funk_Drut_363.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
322,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",364,3.0,30,"Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.616,DS1_Saraga_todi_05_MusicGen-Style_Blues_Vilambit_364.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
323,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",365,3.0,30,"Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.056,DS1_Saraga_todi_05_MusicGen-Style_Blues_Madhya_365.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
324,DS1_Saraga,todi_05,todi,113.6,Madhya,PROBLEMATIC,2410.59,59.7,30.0,0.213,3.346,0.304,9.45,MusicGen-Style,Autoregressive-Transformer,2,text+audio-features,audio-excerpt,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",366,3.0,30,"Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.585,DS1_Saraga_todi_05_MusicGen-Style_Blues_Drut_366.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
325,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",367,3.0,30,"lalat Madhya Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.616,DS1_Saraga_lalat_15_Stable-Audio-Open_Rock_Vilambit_367.wav,2102.834,80.0,92.285,0.268,-0.178,-0.003,0.833,0.636,27.798,0.423,1.165,-0.226,-0.056,0.448,1.493,3.449,0.987,31.878,0.4,0.376,,,,,,,completed,1761184453.219867,33.03960728645325,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
326,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",368,3.0,30,"lalat Madhya Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.056,DS1_Saraga_lalat_15_Stable-Audio-Open_Rock_Madhya_368.wav,1689.114,77.53,123.047,0.216,0.124,0.002,0.667,0.76,30.465,0.292,1.16,-0.017,0.189,0.56,1.199,3.342,0.984,2.572,1.0,1.0,,,,,,,completed,1761184498.721253,33.13310694694519,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
327,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",369,3.0,30,"lalat Madhya Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.585,DS1_Saraga_lalat_15_Stable-Audio-Open_Rock_Drut_369.wav,1656.252,80.0,117.454,0.321,0.151,-0.016,0.833,0.706,32.288,0.357,1.221,-0.276,-0.175,0.478,1.176,3.449,0.989,34.768,0.4,0.34,,,,,,,completed,1761184543.972928,33.015721797943115,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
328,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",370,3.0,30,"lalat Madhya Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.616,DS1_Saraga_lalat_15_Stable-Audio-Open_Jazz_Vilambit_370.wav,1703.554,80.0,135.999,0.13,0.012,-0.027,1.0,0.8,26.667,0.236,0.765,0.26,0.483,0.568,1.209,3.449,0.987,94.347,0.0,0.0,,,,,,,completed,1761184589.345468,33.00524616241455,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
329,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",371,3.0,30,"lalat Madhya Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.056,DS1_Saraga_lalat_15_Stable-Audio-Open_Jazz_Madhya_371.wav,1555.184,80.0,60.093,0.18,0.079,0.017,0.667,0.697,19.454,0.349,1.373,-0.021,-0.119,0.379,1.104,3.449,0.983,49.907,0.4,0.4,,,,,,,completed,1761184634.04806,32.49040913581848,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
330,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",372,3.0,30,"lalat Madhya Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.585,DS1_Saraga_lalat_15_Stable-Audio-Open_Jazz_Drut_372.wav,1551.372,80.0,172.266,0.083,-0.159,0.002,1.0,0.734,9.204,0.31,1.384,-0.108,-0.091,0.496,1.101,3.449,0.987,4.327,1.0,0.85,,,,,,,completed,1761184679.929781,32.96058511734009,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
331,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",373,3.0,30,"lalat Madhya Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.616,DS1_Saraga_lalat_15_Stable-Audio-Open_Funk_Vilambit_373.wav,2089.83,80.0,143.555,0.161,0.001,0.004,0.833,0.837,37.514,0.189,1.002,0.507,0.664,0.524,1.484,3.449,0.987,105.144,0.0,0.0,,,,,,,completed,1761184724.799684,32.17384362220764,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
332,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,120,Madhya,Madhya,4/4,"syncopated groove, emphasis on the one, tight rhythm section",374,3.0,30,"lalat Madhya Funk music, 120 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.056,DS1_Saraga_lalat_15_Stable-Audio-Open_Funk_Madhya_374.wav,3290.264,37.047,117.454,0.254,0.07,0.003,0.5,0.765,60.38,0.26,0.794,0.298,0.21,0.528,2.336,1.597,0.981,2.09,1.0,1.0,,,,,,,completed,1761184769.929718,32.540353536605835,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
333,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Funk,180,Drut,Drut,4/4,"syncopated groove, emphasis on the one, tight rhythm section",375,3.0,30,"lalat Madhya Funk music, 180 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",1.585,DS1_Saraga_lalat_15_Stable-Audio-Open_Funk_Drut_375.wav,1654.953,80.0,89.103,0.479,0.084,0.015,0.75,0.767,49.797,0.273,0.684,0.207,0.07,0.447,1.175,3.449,0.988,50.514,0.0,0.0,,,,,,,completed,1761184815.729256,32.889161586761475,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
334,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,70,Vilambit,Vilambit,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",376,3.0,30,"lalat Madhya Blues music, 70 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",0.616,DS1_Saraga_lalat_15_Stable-Audio-Open_Blues_Vilambit_376.wav,1914.988,80.0,135.999,0.088,0.004,-0.002,1.0,0.717,9.411,0.347,1.18,-0.379,-0.35,0.458,1.36,3.449,0.988,94.347,0.0,0.0,,,,,,,completed,1761184860.85511,32.39783000946045,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
335,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,120,Madhya,Madhya,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",377,3.0,30,"lalat Madhya Blues music, 120 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.056,DS1_Saraga_lalat_15_Stable-Audio-Open_Blues_Madhya_377.wav,1458.406,80.0,117.454,0.2,-0.409,-0.033,1.0,0.711,33.688,0.354,1.244,-0.17,0.084,0.419,1.035,3.449,0.985,2.09,1.0,1.0,,,,,,,completed,1761184906.205596,32.807037591934204,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
336,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,Stable-Audio-Open,Diffusion-DiT,0,text-only,none,Blues,180,Drut,Drut,4/4,"shuffle rhythm, 12-bar blues progression, emphasis on downbeat",378,3.0,30,"lalat Madhya Blues music, 180 BPM, 4/4, shuffle rhythm, 12-bar blues progression, emphasis on downbeat, electric guitar, bass, drums, expressive bends, soulful, minor pentatonic, emotive",1.585,DS1_Saraga_lalat_15_Stable-Audio-Open_Blues_Drut_378.wav,1649.825,80.0,184.57,0.325,0.219,-0.006,1.0,0.82,29.436,0.214,0.525,0.457,0.357,0.53,1.171,3.449,0.989,2.507,1.0,0.85,,,,,,,completed,1761184951.370866,32.563098430633545,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
337,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,70,Vilambit,Vilambit,4/4,"driving backbeat, emphasis on beats 2 and 4",379,3.0,30,"Rock music, 70 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",0.616,DS1_Saraga_lalat_15_MusicGen-Melody_Rock_Vilambit_379.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
338,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,120,Madhya,Madhya,4/4,"driving backbeat, emphasis on beats 2 and 4",380,3.0,30,"Rock music, 120 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.056,DS1_Saraga_lalat_15_MusicGen-Melody_Rock_Madhya_380.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
339,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Rock,180,Drut,Drut,4/4,"driving backbeat, emphasis on beats 2 and 4",381,3.0,30,"Rock music, 180 BPM, 4/4, driving backbeat, emphasis on beats 2 and 4, electric guitar, bass guitar, drums, power chords, energetic, distorted guitar tone, rhythmic",1.585,DS1_Saraga_lalat_15_MusicGen-Melody_Rock_Drut_381.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
340,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,70,Vilambit,Vilambit,4/4,"swing rhythm, syncopation, walking bass",382,3.0,30,"Jazz music, 70 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",0.616,DS1_Saraga_lalat_15_MusicGen-Melody_Jazz_Vilambit_382.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
341,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,120,Madhya,Madhya,4/4,"swing rhythm, syncopation, walking bass",383,3.0,30,"Jazz music, 120 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.056,DS1_Saraga_lalat_15_MusicGen-Melody_Jazz_Madhya_383.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
342,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Jazz,180,Drut,Drut,4/4,"swing rhythm, syncopation, walking bass",384,3.0,30,"Jazz music, 180 BPM, 4/4, swing rhythm, syncopation, walking bass, saxophone, piano, acoustic bass, drum kit with brushes, improvisational, sophisticated harmony, smooth",1.585,DS1_Saraga_lalat_15_MusicGen-Melody_Jazz_Drut_384.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
343,DS1_Saraga,lalat_15,lalat,113.6,Madhya,PROBLEMATIC,1451.38,59.7,30.0,0.546,3.353,0.45,5.45,MusicGen-Melody,Autoregressive-Transformer,1,text+chromagram,chromagram,Funk,70,Vilambit,Vilambit,4/4,"syncopated groove, emphasis on the one, tight rhythm section",385,3.0,30,"Funk music, 70 BPM, 4/4, syncopated groove, emphasis on the one, tight rhythm section, slap bass, rhythm guitar, horn section, groove drums, groovy, syncopated, danceable, tight rhythm section",0.616,DS1_Saraga_lalat_15_MusicGen-Melody_Funk_Vilambit_385.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,pending,,,"V2.0: Generic text prompt, NO raag name or HCM tempo category",v2_0_control
